"statistic","seed","mr_level_pct","estimate","se","n_rows","eps_max","true_value","bias"
"difference_active",20260431,2,0.177904037815072,0.0275324921991451,2040,3.97903932025656e-14,0.15,0.0279040378150717
"inertia",20260431,2,0.0285661575689524,0.00445984113873077,2040,3.97903932025656e-14,0.02,0.00856615756895242
"otp",20260431,2,0.0291041280259326,0.00131370856609617,2040,3.97903932025656e-14,0.03,-0.000895871974067406
"reciprocity",20260431,2,0.0903314976836427,0.0043728373655791,2040,3.97903932025656e-14,0.1,-0.00966850231635732
"same_group",20260431,2,0.370489494693045,0.05495361061948,2040,3.97903932025656e-14,0.4,-0.0295105053069549
"baseline",20260431,8,-4.86716109020631,0.0537812380452891,2160,3.97903932025656e-14,-5,0.132838909793693
"difference_active",20260431,8,0.147922702313424,0.0268208728903237,2160,3.97903932025656e-14,0.15,-0.00207729768657633
"inertia",20260431,8,0.0330184836237073,0.00364389866075247,2160,3.97903932025656e-14,0.02,0.0130184836237073
"otp",20260431,8,0.0266957831840949,0.00118095603278535,2160,3.97903932025656e-14,0.03,-0.0033042168159051
"reciprocity",20260431,8,0.0846075396465666,0.00354108398944603,2160,3.97903932025656e-14,0.1,-0.0153924603534334
"same_group",20260431,8,0.331809755502875,0.0530771559556346,2160,3.97903932025656e-14,0.4,-0.068190244497125
"baseline",20260431,16,-4.80592827395692,0.0517865167082318,2320,3.97903932025656e-14,-5,0.194071726043082
"difference_active",20260431,16,0.146393630238342,0.0257603242971377,2320,3.97903932025656e-14,0.15,-0.00360636976165848
"inertia",20260431,16,0.0363061891127416,0.0039497079868202,2320,3.97903932025656e-14,0.02,0.0163061891127416
"otp",20260431,16,0.0264816480126119,0.00107343922594658,2320,3.97903932025656e-14,0.03,-0.0035183519873881
"reciprocity",20260431,16,0.079818167997952,0.00386264284002763,2320,3.97903932025656e-14,0.1,-0.020181832002048
"same_group",20260431,16,0.267464058733785,0.0504300132529411,2320,3.97903932025656e-14,0.4,-0.132535941266215
"baseline",20260431,24,-4.70157311780679,0.0493503607197107,2480,3.97903932025656e-14,-5,0.298426882193211
"difference_active",20260431,24,0.121792397583869,0.0250139119541536,2480,3.97903932025656e-14,0.15,-0.0282076024161308
"inertia",20260431,24,0.0461835316578253,0.00433701837883485,2480,3.97903932025656e-14,0.02,0.0261835316578253
"otp",20260431,24,0.0246414667690616,0.000943547773408403,2480,3.97903932025656e-14,0.03,-0.00535853323093841
"reciprocity",20260431,24,0.0693690102702642,0.00427711077945485,2480,3.97903932025656e-14,0.1,-0.0306309897297358
"same_group",20260431,24,0.221398206378648,0.0479818155753643,2480,3.97903932025656e-14,0.4,-0.178601793621352
"baseline",20260432,0,-5.07894448409058,0.0613017436168537,2000,1.79056769411545e-12,-5,-0.0789444840905773
"difference_active",20260432,0,0.214207836105073,0.0323976306079831,2000,1.79056769411545e-12,0.15,0.0642078361050733
"inertia",20260432,0,0.0171944923928423,0.00790370060974053,2000,1.79056769411545e-12,0.02,-0.00280550760715772
"otp",20260432,0,0.0285406404792231,0.00131417963608182,2000,1.79056769411545e-12,0.03,-0.00145935952077686
"reciprocity",20260432,0,0.101931454574081,0.00783200868080716,2000,1.79056769411545e-12,0.1,0.00193145457408093
"same_group",20260432,0,0.417092406689563,0.0504636093992092,2000,1.79056769411545e-12,0.4,0.0170924066895628
"baseline",20260432,2,-5.04855052893145,0.0605662687874076,2040,1.79056769411545e-12,-5,-0.0485505289314494
"difference_active",20260432,2,0.213378035395288,0.0319962749827397,2040,1.79056769411545e-12,0.15,0.0633780353952881
"inertia",20260432,2,0.0192084264440319,0.00784098472882358,2040,1.79056769411545e-12,0.02,-0.000791573555968136
"otp",20260432,2,0.0279808423029163,0.00128093793402898,2040,1.79056769411545e-12,0.03,-0.00201915769708366
"reciprocity",20260432,2,0.0997334951050307,0.00776727816896666,2040,1.79056769411545e-12,0.1,-0.00026650489496928
"same_group",20260432,2,0.39322544740982,0.0497474877024612,2040,1.79056769411545e-12,0.4,-0.00677455259017962
"baseline",20260432,8,-4.94385147520151,0.0585385536041257,2160,1.79056769411545e-12,-5,0.0561485247984868
"difference_active",20260432,8,0.180734093849805,0.0311905443498971,2160,1.79056769411545e-12,0.15,0.0307340938498051
"inertia",20260432,8,0.0276232008831814,0.00750818183874171,2160,1.79056769411545e-12,0.02,0.00762320088318135
"otp",20260432,8,0.0259687429106699,0.00115907348992802,2160,1.79056769411545e-12,0.03,-0.0040312570893301
"reciprocity",20260432,8,0.0911825910685525,0.00744721795467788,2160,1.79056769411545e-12,0.1,-0.00881740893144747
"same_group",20260432,8,0.350315029943646,0.0477813289378402,2160,1.79056769411545e-12,0.4,-0.0496849700563539
"baseline",20260432,16,-4.90521711178045,0.0571425070754225,2320,1.79056769411545e-12,-5,0.0947828882195507
"difference_active",20260432,16,0.19869602532932,0.0299219503126477,2320,1.79056769411545e-12,0.15,0.0486960253293198
"inertia",20260432,16,0.0309325005684077,0.00697617308026752,2320,1.79056769411545e-12,0.02,0.0109325005684077
"otp",20260432,16,0.0251321992845748,0.00105236355324246,2320,1.79056769411545e-12,0.03,-0.00486780071542517
"reciprocity",20260432,16,0.086851856738429,0.00690802768256727,2320,1.79056769411545e-12,0.1,-0.013148143261571
"same_group",20260432,16,0.30167772692691,0.0456874287970335,2320,1.79056769411545e-12,0.4,-0.0983222730730905
"baseline",20260432,24,-4.76364008605582,0.0543359068363617,2480,1.79056769411545e-12,-5,0.236359913944182
"difference_active",20260432,24,0.143864172681574,0.0290520965553158,2480,1.79056769411545e-12,0.15,-0.00613582731842593
"inertia",20260432,24,0.0421257171421158,0.00572963732673131,2480,1.79056769411545e-12,0.02,0.0221257171421158
"otp",20260432,24,0.0229020552235862,0.000932672219905573,2480,1.79056769411545e-12,0.03,-0.00709794477641378
"reciprocity",20260432,24,0.0736490482492335,0.00567865750620515,2480,1.79056769411545e-12,0.1,-0.0263509517507665
"same_group",20260432,24,0.274110199331682,0.043792168860957,2480,1.79056769411545e-12,0.4,-0.125889800668318
"baseline",20260433,0,-4.98515043614601,0.0579609368965142,2000,2.01541894853108e-06,-5,0.0148495638539927
"difference_active",20260433,0,0.138908914341428,0.022548622341089,2000,2.01541894853108e-06,0.15,-0.0110910856585718
"inertia",20260433,0,0.0244870180740656,0.0109584691599862,2000,2.01541894853108e-06,0.02,0.00448701807406564
"otp",20260433,0,0.0322346816827564,0.00151905543318032,2000,2.01541894853108e-06,0.03,0.00223468168275641
"reciprocity",20260433,0,0.081520957599419,0.00996408808497018,2000,2.01541894853108e-06,0.1,-0.018479042400581
"same_group",20260433,0,0.370916058175696,0.0484981923363681,2000,2.01541894853108e-06,0.4,-0.029083941824304
"baseline",20260433,2,-4.95297107903218,0.0572297328911737,2040,2.01541894853108e-06,-5,0.0470289209678167
"difference_active",20260433,2,0.136405562265469,0.0223226819541774,2040,2.01541894853108e-06,0.15,-0.0135944377345311
"inertia",20260433,2,0.0290052873064442,0.010723029938041,2040,2.01541894853108e-06,0.02,0.00900528730644416
"otp",20260433,2,0.0311954938185763,0.00147024498437398,2040,2.01541894853108e-06,0.03,0.00119549381857633
"reciprocity",20260433,2,0.0783831045642723,0.00982528646065376,2040,2.01541894853108e-06,0.1,-0.0216168954357277
"same_group",20260433,2,0.354129949482267,0.0478462482233841,2040,2.01541894853108e-06,0.4,-0.0458700505177335
"baseline",20260433,8,-4.89833093992484,0.0558654018476668,2160,2.01541894853108e-06,-5,0.101669060075163
"difference_active",20260433,8,0.133225096250935,0.0216827406728828,2160,2.01541894853108e-06,0.15,-0.0167749037490655
"inertia",20260433,8,0.023660842906454,0.0101265661927541,2160,2.01541894853108e-06,0.02,0.00366084290645403
"otp",20260433,8,0.0298400384447752,0.00137316350060119,2160,2.01541894853108e-06,0.03,-0.000159961555224832
"reciprocity",20260433,8,0.0734392503080792,0.00917635194243311,2160,2.01541894853108e-06,0.1,-0.0265607496919208
"same_group",20260433,8,0.355295846025036,0.0466352365150769,2160,2.01541894853108e-06,0.4,-0.0447041539749639
"baseline",20260433,16,-4.78211856197918,0.0531809784255554,2320,2.01541894853108e-06,-5,0.217881438020815
"difference_active",20260433,16,0.120836974707142,0.0209109628600396,2320,2.01541894853108e-06,0.15,-0.0291630252928579
"inertia",20260433,16,0.0281403696008194,0.00988675079446105,2320,2.01541894853108e-06,0.02,0.00814036960081943
"otp",20260433,16,0.0265412071694868,0.00124506876034269,2320,2.01541894853108e-06,0.03,-0.00345879283051317
"reciprocity",20260433,16,0.0715996516041984,0.009012988883692,2320,2.01541894853108e-06,0.1,-0.0284003483958016
"same_group",20260433,16,0.291895718990905,0.0443837552693905,2320,2.01541894853108e-06,0.4,-0.108104281009095
"baseline",20260433,24,-4.72983750756804,0.0517408141208433,2480,2.01541894853108e-06,-5,0.270162492431956
"difference_active",20260433,24,0.12860260038963,0.0202758842691197,2480,2.01541894853108e-06,0.15,-0.02139739961037
"inertia",20260433,24,0.0280039586516903,0.0089032034315836,2480,2.01541894853108e-06,0.02,0.0080039586516903
"otp",20260433,24,0.0254577450477727,0.00112304425412215,2480,2.01541894853108e-06,0.03,-0.00454225495222733
"reciprocity",20260433,24,0.0591595549219839,0.00820441577429935,2480,2.01541894853108e-06,0.1,-0.0408404450780161
"same_group",20260433,24,0.28786752753196,0.042683632706853,2480,2.01541894853108e-06,0.4,-0.11213247246804
"baseline",20260434,0,-4.99185726279029,0.0578314350672815,2000,2.53682019319967e-06,-5,0.00814273720970871
"difference_active",20260434,0,0.154954098861023,0.0275505127358653,2000,2.53682019319967e-06,0.15,0.00495409886102252
"inertia",20260434,0,0.00802894040570685,0.011694749327154,2000,2.53682019319967e-06,0.02,-0.0119710595942931
"otp",20260434,0,0.0320380650933996,0.00149112522028801,2000,2.53682019319967e-06,0.03,0.00203806509339963
"reciprocity",20260434,0,0.097075609500019,0.0106471229907262,2000,2.53682019319967e-06,0.1,-0.00292439049998104
"same_group",20260434,0,0.405355950213106,0.0497844879715299,2000,2.53682019319967e-06,0.4,0.00535595021310603
"baseline",20260434,2,-4.95684127376766,0.0570635241867378,2040,2.53682019319967e-06,-5,0.0431587262323427
"difference_active",20260434,2,0.147248173469307,0.027271994359942,2040,2.53682019319967e-06,0.15,-0.00275182653069314
"inertia",20260434,2,0.0173158043903485,0.0110596831921199,2040,2.53682019319967e-06,0.02,-0.00268419560965146
"otp",20260434,2,0.0311817017699551,0.00145164055321339,2040,2.53682019319967e-06,0.03,0.00118170176995508
"reciprocity",20260434,2,0.0864749216515825,0.0101127608910095,2040,2.53682019319967e-06,0.1,-0.0135250783484175
"same_group",20260434,2,0.400071975509962,0.0492153450440222,2040,2.53682019319967e-06,0.4,7.19755099616859e-05
"baseline",20260434,8,-4.89815811937376,0.0555342843714881,2160,2.53682019319967e-06,-5,0.101841880626239
"difference_active",20260434,8,0.140099002763233,0.0264358371499485,2160,2.53682019319967e-06,0.15,-0.00990099723676707
"inertia",20260434,8,0.00802731968466642,0.0110734858834885,2160,2.53682019319967e-06,0.02,-0.0119726803153336
"otp",20260434,8,0.0292194589737282,0.00134393933174139,2160,2.53682019319967e-06,0.03,-0.000780541026271845
"reciprocity",20260434,8,0.0908435261458024,0.00995285255038641,2160,2.53682019319967e-06,0.1,-0.00915647385419764
"same_group",20260434,8,0.383637154857848,0.04750366590779,2160,2.53682019319967e-06,0.4,-0.0163628451421523
"baseline",20260434,16,-4.79049443347614,0.0535012249607758,2320,2.53682019319967e-06,-5,0.209505566523856
"difference_active",20260434,16,0.12962593615033,0.0257397494666937,2320,2.53682019319967e-06,0.15,-0.0203740638496696
"inertia",20260434,16,0.0210216634025837,0.01003677340989,2320,2.53682019319967e-06,0.02,0.00102166340258367
"otp",20260434,16,0.0274423065714097,0.00125224023307759,2320,2.53682019319967e-06,0.03,-0.00255769342859028
"reciprocity",20260434,16,0.0660234924507682,0.00927970443766831,2320,2.53682019319967e-06,0.1,-0.0339765075492318
"same_group",20260434,16,0.364252375637471,0.0456258568650915,2320,2.53682019319967e-06,0.4,-0.0357476243625288
"baseline",20260434,24,-4.70518186253129,0.0512043670800316,2480,2.53682019319967e-06,-5,0.294818137468711
"difference_active",20260434,24,0.128302113286819,0.0246802119024521,2480,2.53682019319967e-06,0.15,-0.0216978867131808
"inertia",20260434,24,0.0184114911840342,0.00962735359268905,2480,2.53682019319967e-06,0.02,-0.00158850881596579
"otp",20260434,24,0.0249559994006417,0.00111210666085759,2480,2.53682019319967e-06,0.03,-0.00504400059935826
"reciprocity",20260434,24,0.0667578274971879,0.00895264935043612,2480,2.53682019319967e-06,0.1,-0.0332421725028121
"same_group",20260434,24,0.324622815581001,0.0437082795132508,2480,2.53682019319967e-06,0.4,-0.0753771844189988
"baseline",20260435,0,-5.08193498691306,0.0566719481459816,2000,1.25055521493778e-13,-5,-0.0819349869130619
"difference_active",20260435,0,0.151811140234394,0.0232138933837661,2000,1.25055521493778e-13,0.15,0.00181114023439363
"inertia",20260435,0,0.0205669717577892,0.00797449709715853,2000,1.25055521493778e-13,0.02,0.000566971757789209
"otp",20260435,0,0.0318025743852686,0.00117110923932353,2000,1.25055521493778e-13,0.03,0.00180257438526859
"reciprocity",20260435,0,0.0994322368122893,0.00792400738335937,2000,1.25055521493778e-13,0.1,-0.000567763187710665
"same_group",20260435,0,0.405161533632818,0.0565417479726078,2000,1.25055521493778e-13,0.4,0.00516153363281824
"baseline",20260435,2,-5.05495859262542,0.0558577288125414,2040,1.25055521493778e-13,-5,-0.0549585926254208
"difference_active",20260435,2,0.153042531177196,0.0230017119298846,2040,1.25055521493778e-13,0.15,0.00304253117719636
"inertia",20260435,2,0.0214448401698007,0.00792803049856986,2040,1.25055521493778e-13,0.02,0.00144484016980074
"otp",20260435,2,0.0312447674093059,0.00113512727172449,2040,1.25055521493778e-13,0.03,0.00124476740930593
"reciprocity",20260435,2,0.098256059544291,0.00787366944323708,2040,1.25055521493778e-13,0.1,-0.00174394045570898
"same_group",20260435,2,0.381198514842947,0.055530564426996,2040,1.25055521493778e-13,0.4,-0.0188014851570532
"baseline",20260435,8,-4.95091059045991,0.053601301296174,2160,1.25055521493778e-13,-5,0.0490894095400867
"difference_active",20260435,8,0.132103952339733,0.0224206105534389,2160,1.25055521493778e-13,0.15,-0.0178960476602671
"inertia",20260435,8,0.0228338115224709,0.0076693213061687,2160,1.25055521493778e-13,0.02,0.00283381152247087
"otp",20260435,8,0.0301367062962359,0.00103730588479819,2160,1.25055521493778e-13,0.03,0.000136706296235894
"reciprocity",20260435,8,0.0949925990833918,0.00761457550125638,2160,1.25055521493778e-13,0.1,-0.00500740091660822
"same_group",20260435,8,0.324374893406716,0.0532123036356383,2160,1.25055521493778e-13,0.4,-0.0756251065932843
"baseline",20260435,16,-4.83603820404909,0.0510601665131511,2320,1.25055521493778e-13,-5,0.163961795950915
"difference_active",20260435,16,0.11714907564688,0.0217683698685563,2320,1.25055521493778e-13,0.15,-0.0328509243531196
"inertia",20260435,16,0.0489138831921925,0.0062788253785321,2320,1.25055521493778e-13,0.02,0.0289138831921925
"otp",20260435,16,0.0274177080401505,0.00093566673115825,2320,1.25055521493778e-13,0.03,-0.00258229195984955
"reciprocity",20260435,16,0.0683032803109625,0.00623764459898618,2320,1.25055521493778e-13,0.1,-0.0316967196890375
"same_group",20260435,16,0.27693202612721,0.0503480572087338,2320,1.25055521493778e-13,0.4,-0.12306797387279
"baseline",20260435,24,-4.75041174199819,0.04906948282257,2480,1.25055521493778e-13,-5,0.249588258001811
"difference_active",20260435,24,0.100178072699947,0.0210556246577364,2480,1.25055521493778e-13,0.15,-0.0498219273000529
"inertia",20260435,24,0.0465946241090586,0.00593947131265725,2480,1.25055521493778e-13,0.02,0.0265946241090586
"otp",20260435,24,0.0259173998700168,0.00085483821880055,2480,1.25055521493778e-13,0.03,-0.00408260012998321
"reciprocity",20260435,24,0.0692223531466813,0.00588617506869776,2480,1.25055521493778e-13,0.1,-0.0307776468533187
"same_group",20260435,24,0.226391903206226,0.047981163379533,2480,1.25055521493778e-13,0.4,-0.173608096793774
"baseline",20260436,0,-5.0016358338641,0.0569651097295014,2000,1.96574279414108e-06,-5,-0.00163583386409982
"difference_active",20260436,0,0.13861555219329,0.0322364659614452,2000,1.96574279414108e-06,0.15,-0.0113844478067104
"inertia",20260436,0,0.025650924865156,0.0106032040123775,2000,1.96574279414108e-06,0.02,0.00565092486515595
"otp",20260436,0,0.0297239368351607,0.00133790610907409,2000,1.96574279414108e-06,0.03,-0.000276063164839337
"reciprocity",20260436,0,0.0943829372377422,0.0102317480734104,2000,1.96574279414108e-06,0.1,-0.00561706276225779
"same_group",20260436,0,0.370413986679424,0.04747949642352,2000,1.96574279414108e-06,0.4,-0.029586013320576
"baseline",20260436,2,-4.98334618862099,0.056500476677868,2040,1.96574279414108e-06,-5,0.0166538113790118
"difference_active",20260436,2,0.144099541867167,0.0319837901783541,2040,1.96574279414108e-06,0.15,-0.00590045813283274
"inertia",20260436,2,0.0250167080413002,0.0104054620344835,2040,1.96574279414108e-06,0.02,0.00501670804130024
"otp",20260436,2,0.0289664627036992,0.00130045486322363,2040,1.96574279414108e-06,0.03,-0.00103353729630076
"reciprocity",20260436,2,0.0920544564708615,0.0100478802464723,2040,1.96574279414108e-06,0.1,-0.0079455435291385
"same_group",20260436,2,0.360924021335293,0.0468973658012424,2040,1.96574279414108e-06,0.4,-0.0390759786647069
"baseline",20260436,8,-4.90790303201494,0.0547469968134314,2160,1.96574279414108e-06,-5,0.0920969679850572
"difference_active",20260436,8,0.131110232244169,0.0310822522903585,2160,1.96574279414108e-06,0.15,-0.018889767755831
"inertia",20260436,8,0.0299498779050064,0.0098381372958341,2160,1.96574279414108e-06,0.02,0.00994987790500643
"otp",20260436,8,0.0267793336521365,0.00121398686222491,2160,1.96574279414108e-06,0.03,-0.00322066634786352
"reciprocity",20260436,8,0.0849898182349041,0.00953364998259208,2160,1.96574279414108e-06,0.1,-0.0150101817650959
"same_group",20260436,8,0.343165705812698,0.0454230246053829,2160,1.96574279414108e-06,0.4,-0.0568342941873025
"baseline",20260436,16,-4.80323393453791,0.0526966020652391,2320,1.96574279414108e-06,-5,0.196766065462086
"difference_active",20260436,16,0.118998969111262,0.0301547926578246,2320,1.96574279414108e-06,0.15,-0.0310010308887383
"inertia",20260436,16,0.0267820742965287,0.00967225722386259,2320,1.96574279414108e-06,0.02,0.00678207429652868
"otp",20260436,16,0.0237723834630282,0.00111317454907047,2320,1.96574279414108e-06,0.03,-0.00622761653697184
"reciprocity",20260436,16,0.0851942710451073,0.00922656797287132,2320,1.96574279414108e-06,0.1,-0.0148057289548927
"same_group",20260436,16,0.32209015244334,0.0438742715964857,2320,1.96574279414108e-06,0.4,-0.0779098475566602
"baseline",20260436,24,-4.72965410073638,0.0511389018790796,2480,1.96574279414108e-06,-5,0.270345899263618
"difference_active",20260436,24,0.114923844444923,0.0292191334607356,2480,1.96574279414108e-06,0.15,-0.0350761555550769
"inertia",20260436,24,0.0307869018076858,0.00881096116737845,2480,1.96574279414108e-06,0.02,0.0107869018076858
"otp",20260436,24,0.0222036082752057,0.00101531983081096,2480,1.96574279414108e-06,0.03,-0.00779639172479426
"reciprocity",20260436,24,0.0767183400430703,0.00837462198002997,2480,1.96574279414108e-06,0.1,-0.0232816599569297
"same_group",20260436,24,0.295981821162916,0.0419806223615247,2480,1.96574279414108e-06,0.4,-0.104018178837084
"baseline",20260437,0,-5.02990707173032,0.056548099605537,2000,4.22711252667796e-09,-5,-0.0299070717303174
"difference_active",20260437,0,0.157951747153675,0.0202651150205571,2000,4.22711252667796e-09,0.15,0.00795174715367467
"inertia",20260437,0,0.0178536249884083,0.00878754365516682,2000,4.22711252667796e-09,0.02,-0.00214637501159169
"otp",20260437,0,0.0289382920732387,0.00114809808344384,2000,4.22711252667796e-09,0.03,-0.00106170792676133
"reciprocity",20260437,0,0.100367996868765,0.00875297155930984,2000,4.22711252667796e-09,0.1,0.000367996868765069
"same_group",20260437,0,0.410235863970405,0.0497291606972496,2000,4.22711252667796e-09,0.4,0.0102358639704051
"baseline",20260437,2,-4.98856594717607,0.0556579254825431,2040,4.22711252667796e-09,-5,0.0114340528239287
"difference_active",20260437,2,0.150133364358769,0.0200959642362633,2040,4.22711252667796e-09,0.15,0.000133364358769178
"inertia",20260437,2,0.0189098770818582,0.00898582009441485,2040,4.22711252667796e-09,0.02,-0.00109012291814179
"otp",20260437,2,0.028472202148528,0.00111603324937927,2040,4.22711252667796e-09,0.03,-0.00152779785147204
"reciprocity",20260437,2,0.0980319089357863,0.00895007852170008,2040,4.22711252667796e-09,0.1,-0.00196809106421367
"same_group",20260437,2,0.392465982642731,0.0490615253150346,2040,4.22711252667796e-09,0.4,-0.00753401735726872
"baseline",20260437,8,-4.91860678860365,0.0541079725945804,2160,4.22711252667796e-09,-5,0.0813932113963505
"difference_active",20260437,8,0.14518091237166,0.0195540656400708,2160,4.22711252667796e-09,0.15,-0.00481908762833982
"inertia",20260437,8,0.0342521041341445,0.00773911786603986,2160,4.22711252667796e-09,0.02,0.0142521041341445
"otp",20260437,8,0.0264639821540663,0.00103268000817841,2160,4.22711252667796e-09,0.03,-0.00353601784593373
"reciprocity",20260437,8,0.0828436415039764,0.00768699215844032,2160,4.22711252667796e-09,0.1,-0.0171563584960236
"same_group",20260437,8,0.354763840263643,0.0471718845728016,2160,4.22711252667796e-09,0.4,-0.0452361597363572
"baseline",20260437,16,-4.87241983733477,0.0526786214958267,2320,4.22711252667796e-09,-5,0.127580162665232
"difference_active",20260437,16,0.148313558759452,0.0188252299471809,2320,4.22711252667796e-09,0.15,-0.00168644124054834
"inertia",20260437,16,0.0355750879350389,0.00744623153929341,2320,4.22711252667796e-09,0.02,0.0155750879350389
"otp",20260437,16,0.0252319392946312,0.000947896616347639,2320,4.22711252667796e-09,0.03,-0.00476806070536881
"reciprocity",20260437,16,0.0786086989202479,0.00739004099747958,2320,4.22711252667796e-09,0.1,-0.0213913010797521
"same_group",20260437,16,0.347568462757028,0.0453397678726113,2320,4.22711252667796e-09,0.4,-0.0524315372429721
"baseline",20260437,24,-4.74485418660419,0.0505240950272977,2480,4.22711252667796e-09,-5,0.255145813395811
"difference_active",20260437,24,0.140061982359695,0.0181802405720867,2480,4.22711252667796e-09,0.15,-0.00993801764030464
"inertia",20260437,24,0.0366402843167963,0.00675923998024571,2480,4.22711252667796e-09,0.02,0.0166402843167963
"otp",20260437,24,0.0216946233102338,0.000839779957850003,2480,4.22711252667796e-09,0.03,-0.00830537668976621
"reciprocity",20260437,24,0.0799217461993448,0.00671113738503671,2480,4.22711252667796e-09,0.1,-0.0200782538006552
"same_group",20260437,24,0.284047012392071,0.0434684710285916,2480,4.22711252667796e-09,0.4,-0.115952987607929
"baseline",20260438,0,-4.93673478710022,0.0568812219436654,2000,9.99999795681106e-07,-5,0.0632652128997799
"difference_active",20260438,0,0.143128829567609,0.0354777425251865,2000,9.99999795681106e-07,0.15,-0.00687117043239116
"inertia",20260438,0,0.00738152536282733,0.0127686939181764,2000,9.99999795681106e-07,0.02,-0.0126184746371727
"otp",20260438,0,0.0297576364830509,0.00155127595459442,2000,9.99999795681106e-07,0.03,-0.000242363516949094
"reciprocity",20260438,0,0.112399784398586,0.011723215459031,2000,9.99999795681106e-07,0.1,0.0123997843985865
"same_group",20260438,0,0.303732288509337,0.0475790353356588,2000,9.99999795681106e-07,0.4,-0.096267711490663
"baseline",20260438,2,-4.91335456786991,0.0562629188162778,2040,9.99999795681106e-07,-5,0.0866454321300871
"difference_active",20260438,2,0.145183118582377,0.0350767757323084,2040,9.99999795681106e-07,0.15,-0.00481688141762313
"inertia",20260438,2,0.0113484122866456,0.0125020278614084,2040,9.99999795681106e-07,0.02,-0.00865158771335437
"otp",20260438,2,0.0288930359518746,0.00151278030493745,2040,9.99999795681106e-07,0.03,-0.00110696404812536
"reciprocity",20260438,2,0.107972745832452,0.0114716277353836,2040,9.99999795681106e-07,0.1,0.00797274583245183
"same_group",20260438,2,0.294107241520835,0.0469329340396558,2040,9.99999795681106e-07,0.4,-0.105892758479165
"baseline",20260438,8,-4.8406112747507,0.0547258304546915,2160,9.99999795681106e-07,-5,0.1593887252493
"difference_active",20260438,8,0.128423135882336,0.0342576278173741,2160,9.99999795681106e-07,0.15,-0.0215768641176645
"inertia",20260438,8,0.0154092226966037,0.0119088509656051,2160,9.99999795681106e-07,0.02,-0.0045907773033963
"otp",20260438,8,0.0266420762067489,0.00140204584963418,2160,9.99999795681106e-07,0.03,-0.00335792379325109
"reciprocity",20260438,8,0.106547634420008,0.0109621323237016,2160,9.99999795681106e-07,0.1,0.00654763442000772
"same_group",20260438,8,0.274413333482182,0.0452771916997089,2160,9.99999795681106e-07,0.4,-0.125586666517818
"baseline",20260438,16,-4.74717405217449,0.05230601737217,2320,9.99999795681106e-07,-5,0.252825947825514
"difference_active",20260438,16,0.122053731842604,0.0328457970321977,2320,9.99999795681106e-07,0.15,-0.027946268157396
"inertia",20260438,16,0.00903157776657348,0.0112038139750821,2320,9.99999795681106e-07,0.02,-0.0109684222334265
"otp",20260438,16,0.0250014323733358,0.00126523103812993,2320,9.99999795681106e-07,0.03,-0.00499856762666423
"reciprocity",20260438,16,0.0940722470338753,0.0103557643937783,2320,9.99999795681106e-07,0.1,-0.00592775296612473
"same_group",20260438,16,0.265531884367604,0.0440995258933346,2320,9.99999795681106e-07,0.4,-0.134468115632396
"baseline",20260438,24,-4.6988917742073,0.0510481183280501,2480,9.99999795681106e-07,-5,0.301108225792698
"difference_active",20260438,24,0.126248850814596,0.0318125910203602,2480,9.99999795681106e-07,0.15,-0.0237511491854035
"inertia",20260438,24,0.0184765220743918,0.0104879265562657,2480,9.99999795681106e-07,0.02,-0.00152347792560818
"otp",20260438,24,0.0234233534435628,0.00117318567939556,2480,9.99999795681106e-07,0.03,-0.00657664655643723
"reciprocity",20260438,24,0.0786647609103916,0.0098337919802557,2480,9.99999795681106e-07,0.1,-0.0213352390896084
"same_group",20260438,24,0.25985089926894,0.0424227828729872,2480,9.99999795681106e-07,0.4,-0.14014910073106
"baseline",20260439,0,-5.10832271167483,0.0581742732709779,2000,1.68929801702689e-08,-5,-0.108322711674831
"difference_active",20260439,0,0.104951168449425,0.0254269656592637,2000,1.68929801702689e-08,0.15,-0.0450488315505745
"inertia",20260439,0,0.0250411596873995,0.00710310387715609,2000,1.68929801702689e-08,0.02,0.0050411596873995
"otp",20260439,0,0.031443068919596,0.00111640666819301,2000,1.68929801702689e-08,0.03,0.00144306891959599
"reciprocity",20260439,0,0.0957078436072699,0.00696701902541468,2000,1.68929801702689e-08,0.1,-0.00429215639273013
"same_group",20260439,0,0.512321496261665,0.0603970314741877,2000,1.68929801702689e-08,0.4,0.112321496261665
"baseline",20260439,2,-5.08330145134214,0.0573272772974128,2040,1.68929801702689e-08,-5,-0.0833014513421411
"difference_active",20260439,2,0.100255270793125,0.0251968425780741,2040,1.68929801702689e-08,0.15,-0.0497447292068746
"inertia",20260439,2,0.0229345306721938,0.00701172972520176,2040,1.68929801702689e-08,0.02,0.00293453067219383
"otp",20260439,2,0.0309328029755804,0.00108442967874676,2040,1.68929801702689e-08,0.03,0.000932802975580412
"reciprocity",20260439,2,0.097145291879838,0.0068932338313204,2040,1.68929801702689e-08,0.1,-0.00285470812016196
"same_group",20260439,2,0.494474908836527,0.0594956330345913,2040,1.68929801702689e-08,0.4,0.0944749088365268
"baseline",20260439,8,-4.99550427490527,0.0550688964048313,2160,1.68929801702689e-08,-5,0.00449572509473128
"difference_active",20260439,8,0.0967002956014056,0.0246308152737467,2160,1.68929801702689e-08,0.15,-0.0532997043985944
"inertia",20260439,8,0.027663434225674,0.00717269536569824,2160,1.68929801702689e-08,0.02,0.007663434225674
