"seed","mr_level_pct","scale","statistic","effect","estimate","estimate_aligned","se","true_value"
20260431,2,"sqrt_network","s.r.sub.rep.1","inertia",0.343082004706507,0.343082004706507,0.0379402115471318,0.02
20260431,2,"sqrt_network","otp","otp",0.00699135597872724,0.00699135597872724,0.013613687751096,0.03
20260431,2,"raw","otp","otp",0.000701308708332118,0.000701308708332118,0.000414542527553739,0.03
20260431,2,"sqrt_network","reciprocation","reciprocity",0.404392197947436,0.404392197947436,0.0367077578569594,0.1
20260431,2,"raw","reciprocation","reciprocity",0.0694008790790219,0.0694008790790219,0.0114048242779852,0.1
20260431,2,"raw","catdiff.group","same_group",-0.442529570660412,0.442529570660412,0.0604251997466405,0.4
20260431,2,"sqrt_network","catdiff.group","same_group",-0.33510070505747,0.33510070505747,0.0614224280603011,0.4
20260431,8,"sqrt_network","absdiff.active","difference_active",0.199682786289753,0.199682786289753,0.0361668693084833,0.15
20260431,8,"raw","absdiff.active","difference_active",0.220016618089494,0.220016618089494,0.0364534168688899,0.15
20260431,8,"raw","s.r.sub.rep.1","inertia",0.0449008585664755,0.0449008585664755,0.0113831684493105,0.02
20260431,8,"sqrt_network","s.r.sub.rep.1","inertia",0.346900734613408,0.346900734613408,0.0395564548163544,0.02
20260431,8,"sqrt_network","otp","otp",0.00628676422954573,0.00628676422954573,0.0126540526870443,0.03
20260431,8,"raw","otp","otp",0.000321588774173275,0.000321588774173275,0.000339465848870981,0.03
20260431,8,"sqrt_network","reciprocation","reciprocity",0.399453537036029,0.399453537036029,0.0378860739310745,0.1
20260431,8,"raw","reciprocation","reciprocity",0.0687830887790303,0.0687830887790303,0.0113252853587088,0.1
20260431,8,"raw","catdiff.group","same_group",-0.47460650402557,0.47460650402557,0.0612447439307884,0.4
20260431,8,"sqrt_network","catdiff.group","same_group",-0.360908061946578,0.360908061946578,0.0624789049815845,0.4
20260431,16,"sqrt_network","absdiff.active","difference_active",0.211071784106544,0.211071784106544,0.0368426631060862,0.15
20260431,16,"raw","absdiff.active","difference_active",0.225962994250292,0.225962994250292,0.0370333735038606,0.15
20260431,16,"raw","s.r.sub.rep.1","inertia",0.0441927082523772,0.0441927082523772,0.011341027278111,0.02
20260431,16,"sqrt_network","s.r.sub.rep.1","inertia",0.339657626622303,0.339657626622303,0.0403016199409589,0.02
20260431,16,"sqrt_network","otp","otp",0.00226392852540121,0.00226392852540121,0.0122272282457745,0.03
20260431,16,"raw","otp","otp",0.000300729170857498,0.000300729170857498,0.000287232113421543,0.03
20260431,16,"sqrt_network","reciprocation","reciprocity",0.435774811428369,0.435774811428369,0.0385507099488305,0.1
20260431,16,"raw","reciprocation","reciprocity",0.0762814321429833,0.0762814321429833,0.0112542619852677,0.1
20260431,16,"raw","catdiff.group","same_group",-0.432079662161965,0.432079662161965,0.0620004249171719,0.4
20260431,16,"sqrt_network","catdiff.group","same_group",-0.344613342712062,0.344613342712062,0.0630412802065392,0.4
20260431,24,"sqrt_network","absdiff.active","difference_active",0.191515697455862,0.191515697455862,0.037812648378706,0.15
20260431,24,"raw","absdiff.active","difference_active",0.203541371096299,0.203541371096299,0.0380542195729658,0.15
20260431,24,"raw","s.r.sub.rep.1","inertia",0.0521919177194906,0.0521919177194906,0.0112640469337276,0.02
20260431,24,"sqrt_network","s.r.sub.rep.1","inertia",0.37434036228844,0.37434036228844,0.0414262912527559,0.02
20260431,24,"sqrt_network","otp","otp",-0.00649309764339782,-0.00649309764339782,0.0116806258304341,0.03
20260431,24,"raw","otp","otp",-4.02387884946615e-05,-4.02387884946615e-05,0.000248882596969834,0.03
20260431,24,"sqrt_network","reciprocation","reciprocity",0.442618842069699,0.442618842069699,0.039655535303346,0.1
20260431,24,"raw","reciprocation","reciprocity",0.0742060808590839,0.0742060808590839,0.0111025202134623,0.1
20260431,24,"raw","catdiff.group","same_group",-0.443806770051813,0.443806770051813,0.0628042837065483,0.4
20260431,24,"sqrt_network","catdiff.group","same_group",-0.360373050168157,0.360373050168157,0.0635250220349875,0.4
20260432,0,"sqrt_network","absdiff.active","difference_active",0.15287173465552,0.15287173465552,0.0386919223569115,0.15
20260432,0,"raw","absdiff.active","difference_active",0.167925691819191,0.167925691819191,0.0388920036056313,0.15
20260432,0,"raw","s.r.sub.rep.1","inertia",0.0255003342649386,0.0255003342649386,0.012890390733958,0.02
20260432,0,"sqrt_network","s.r.sub.rep.1","inertia",0.265529362988982,0.265529362988982,0.0383052694733735,0.02
20260432,0,"sqrt_network","otp","otp",0.00425073935890159,0.00425073935890159,0.0146530973124828,0.03
20260432,0,"raw","otp","otp",0.00097523251611703,0.00097523251611703,0.000475010382279417,0.03
20260432,0,"sqrt_network","reciprocation","reciprocity",0.525673218727529,0.525673218727529,0.0387344123929032,0.1
20260432,0,"raw","reciprocation","reciprocity",0.115483770108292,0.115483770108292,0.0129780455905543,0.1
20260432,0,"raw","catdiff.group","same_group",-0.391143070014439,0.391143070014439,0.0531225680488677,0.4
20260432,0,"sqrt_network","catdiff.group","same_group",-0.350920969907662,0.350920969907662,0.0529653474956833,0.4
20260432,2,"sqrt_network","absdiff.active","difference_active",0.146963327600553,0.146963327600553,0.0390166379034068,0.15
20260432,2,"raw","absdiff.active","difference_active",0.164745157184119,0.164745157184119,0.0391777171248517,0.15
20260432,2,"raw","s.r.sub.rep.1","inertia",0.0240891111744992,0.0240891111744992,0.0128620057425182,0.02
20260432,2,"sqrt_network","s.r.sub.rep.1","inertia",0.261087910811096,0.261087910811096,0.0388858566170675,0.02
20260432,2,"sqrt_network","otp","otp",-0.00268206734545816,-0.00268206734545816,0.0143718075135484,0.03
20260432,2,"raw","otp","otp",0.000501562078982835,0.000501562078982835,0.000416425496394306,0.03
20260432,2,"sqrt_network","reciprocation","reciprocity",0.534031731548989,0.534031731548989,0.039342613809222,0.1
20260432,2,"raw","reciprocation","reciprocity",0.115417528566575,0.115417528566575,0.0129734197877898,0.1
20260432,2,"raw","catdiff.group","same_group",-0.386688406952205,0.386688406952205,0.0533665825510265,0.4
20260432,2,"sqrt_network","catdiff.group","same_group",-0.344243588443873,0.344243588443873,0.0532048847932652,0.4
20260432,8,"sqrt_network","absdiff.active","difference_active",0.156518294654973,0.156518294654973,0.0393407172005609,0.15
20260432,8,"raw","absdiff.active","difference_active",0.160978513206222,0.160978513206222,0.039589584941858,0.15
20260432,8,"raw","s.r.sub.rep.1","inertia",0.0333846728389419,0.0333846728389419,0.0125542748270764,0.02
20260432,8,"sqrt_network","s.r.sub.rep.1","inertia",0.294965475966032,0.294965475966032,0.0397946669954899,0.02
20260432,8,"sqrt_network","otp","otp",-0.000768261187865215,-0.000768261187865215,0.0142809581908805,0.03
20260432,8,"raw","otp","otp",0.000431240627802822,0.000431240627802822,0.00038313412330479,0.03
20260432,8,"sqrt_network","reciprocation","reciprocity",0.51879800543631,0.51879800543631,0.0398633445624762,0.1
20260432,8,"raw","reciprocation","reciprocity",0.110935534722039,0.110935534722039,0.0127495662682494,0.1
20260432,8,"raw","catdiff.group","same_group",-0.383152422958582,0.383152422958582,0.0540141846590779,0.4
20260432,8,"sqrt_network","catdiff.group","same_group",-0.355456267572742,0.355456267572742,0.0537324889156072,0.4
20260432,16,"sqrt_network","absdiff.active","difference_active",0.189878698348147,0.189878698348147,0.0399730854690316,0.15
20260432,16,"raw","absdiff.active","difference_active",0.195381486274068,0.195381486274068,0.0402235060844768,0.15
20260432,16,"raw","s.r.sub.rep.1","inertia",0.0244178804829495,0.0244178804829495,0.0128614667026644,0.02
20260432,16,"sqrt_network","s.r.sub.rep.1","inertia",0.272139165059144,0.272139165059144,0.0414925532071225,0.02
20260432,16,"sqrt_network","otp","otp",-0.00114182259892356,-0.00114182259892356,0.0135333562648359,0.03
20260432,16,"raw","otp","otp",7.31232873056591e-05,7.31232873056591e-05,0.000317073670083632,0.03
20260432,16,"sqrt_network","reciprocation","reciprocity",0.551254515943887,0.551254515943887,0.0414171779700947,0.1
20260432,16,"raw","reciprocation","reciprocity",0.113759337078996,0.113759337078996,0.0128319814531861,0.1
20260432,16,"raw","catdiff.group","same_group",-0.370602066973163,0.370602066973163,0.0548877487878606,0.4
20260432,16,"sqrt_network","catdiff.group","same_group",-0.330659037795445,0.330659037795445,0.0547285272679625,0.4
20260432,24,"sqrt_network","absdiff.active","difference_active",0.175663535486281,0.175663535486281,0.0406680596257558,0.15
20260432,24,"raw","absdiff.active","difference_active",0.171915053168338,0.171915053168338,0.0411057902684329,0.15
20260432,24,"raw","s.r.sub.rep.1","inertia",0.0434132517176082,0.0434132517176082,0.0119495752215157,0.02
20260432,24,"sqrt_network","s.r.sub.rep.1","inertia",0.32457394396092,0.32457394396092,0.0412135270940765,0.02
20260432,24,"sqrt_network","otp","otp",-0.00252532406960769,-0.00252532406960769,0.0129381570988958,0.03
20260432,24,"raw","otp","otp",3.0132796378104e-06,3.0132796378104e-06,0.000290688745858539,0.03
20260432,24,"sqrt_network","reciprocation","reciprocity",0.519883626123923,0.519883626123923,0.0407705586448606,0.1
20260432,24,"raw","reciprocation","reciprocity",0.10185915008674,0.10185915008674,0.0119869634495789,0.1
20260432,24,"raw","catdiff.group","same_group",-0.384861085630532,0.384861085630532,0.0562237845864923,0.4
20260432,24,"sqrt_network","catdiff.group","same_group",-0.361612362916818,0.361612362916818,0.0559420145303852,0.4
20260433,0,"sqrt_network","absdiff.active","difference_active",0.138004146073165,0.138004146073165,0.0254559268958347,0.15
20260433,0,"raw","absdiff.active","difference_active",0.124733917032648,0.124733917032648,0.0257095300805026,0.15
20260433,0,"raw","s.r.sub.rep.1","inertia",0.0492645974013834,0.0492645974013834,0.0115405334664952,0.02
20260433,0,"sqrt_network","s.r.sub.rep.1","inertia",0.155334789451051,0.155334789451051,0.0399669742460022,0.02
20260433,0,"sqrt_network","otp","otp",0.0473555427512694,0.0473555427512694,0.0134687551094806,0.03
20260433,0,"raw","otp","otp",0.000896542277468251,0.000896542277468251,0.000359012458822866,0.03
20260433,0,"sqrt_network","reciprocation","reciprocity",0.228938041526448,0.228938041526448,0.0404244375675479,0.1
20260433,0,"raw","reciprocation","reciprocity",0.0711938848882925,0.0711938848882925,0.0117411198732679,0.1
20260433,0,"raw","catdiff.group","same_group",-0.395565649142641,0.395565649142641,0.0490533529856037,0.4
20260433,0,"sqrt_network","catdiff.group","same_group",-0.403150521195535,0.403150521195535,0.0495555618397516,0.4
20260433,2,"sqrt_network","absdiff.active","difference_active",0.136620917538419,0.136620917538419,0.0255541525875837,0.15
20260433,2,"raw","absdiff.active","difference_active",0.123567213818724,0.123567213818724,0.0257993559496223,0.15
20260433,2,"raw","s.r.sub.rep.1","inertia",0.0523073635445945,0.0523073635445945,0.011475831800207,0.02
20260433,2,"sqrt_network","s.r.sub.rep.1","inertia",0.165308466639905,0.165308466639905,0.0402955110670419,0.02
20260433,2,"sqrt_network","otp","otp",0.0460597085266696,0.0460597085266696,0.0134810336659846,0.03
20260433,2,"raw","otp","otp",0.000895968274951227,0.000895968274951227,0.000354014782415937,0.03
20260433,2,"sqrt_network","reciprocation","reciprocity",0.231804304212582,0.231804304212582,0.0405263931921263,0.1
20260433,2,"raw","reciprocation","reciprocity",0.0689358489129625,0.0689358489129625,0.0116649245260665,0.1
20260433,2,"raw","catdiff.group","same_group",-0.390184927701966,0.390184927701966,0.0491529821830282,0.4
20260433,2,"sqrt_network","catdiff.group","same_group",-0.395550065775269,0.395550065775269,0.049589790388331,0.4
20260433,8,"sqrt_network","absdiff.active","difference_active",0.138145909399017,0.138145909399017,0.0260415281090118,0.15
20260433,8,"raw","absdiff.active","difference_active",0.124097468784554,0.124097468784554,0.0263060784302082,0.15
20260433,8,"raw","s.r.sub.rep.1","inertia",0.0541521073810161,0.0541521073810161,0.0112878048135524,0.02
20260433,8,"sqrt_network","s.r.sub.rep.1","inertia",0.173853058491353,0.173853058491353,0.0410759217467071,0.02
20260433,8,"sqrt_network","otp","otp",0.042959634596149,0.042959634596149,0.0131835775177533,0.03
20260433,8,"raw","otp","otp",0.000735814695266823,0.000735814695266823,0.000327210778470097,0.03
20260433,8,"sqrt_network","reciprocation","reciprocity",0.21009280424161,0.21009280424161,0.0415531862963641,0.1
20260433,8,"raw","reciprocation","reciprocity",0.0640983677991169,0.0640983677991169,0.0114963751891633,0.1
20260433,8,"raw","catdiff.group","same_group",-0.40590013494279,0.40590013494279,0.0502785828351531,0.4
20260433,8,"sqrt_network","catdiff.group","same_group",-0.41800622206964,0.41800622206964,0.0508065924497993,0.4
20260433,16,"sqrt_network","absdiff.active","difference_active",0.140525118987691,0.140525118987691,0.0265557666871048,0.15
20260433,16,"raw","absdiff.active","difference_active",0.125212602998593,0.125212602998593,0.0266987509562377,0.15
20260433,16,"raw","s.r.sub.rep.1","inertia",0.0464168171206284,0.0464168171206284,0.0116674501254182,0.02
20260433,16,"sqrt_network","s.r.sub.rep.1","inertia",0.150526885534229,0.150526885534229,0.0423324365885543,0.02
20260433,16,"sqrt_network","otp","otp",0.0410133770428285,0.0410133770428285,0.0131448755362469,0.03
20260433,16,"raw","otp","otp",0.000724763473798191,0.000724763473798191,0.000305080168316019,0.03
20260433,16,"sqrt_network","reciprocation","reciprocity",0.23883821866257,0.23883821866257,0.0428467177738693,0.1
20260433,16,"raw","reciprocation","reciprocity",0.074065186431822,0.074065186431822,0.0117432601808824,0.1
20260433,16,"raw","catdiff.group","same_group",-0.381911428755556,0.381911428755556,0.0506844710186419,0.4
20260433,16,"sqrt_network","catdiff.group","same_group",-0.404187777054597,0.404187777054597,0.0508114662997826,0.4
20260433,24,"sqrt_network","absdiff.active","difference_active",0.154360804598522,0.154360804598522,0.027116464398031,0.15
20260433,24,"raw","absdiff.active","difference_active",0.142101390087468,0.142101390087468,0.0274237286781787,0.15
20260433,24,"raw","s.r.sub.rep.1","inertia",0.0402431879519023,0.0402431879519023,0.0113560110230056,0.02
20260433,24,"sqrt_network","s.r.sub.rep.1","inertia",0.141790278666817,0.141790278666817,0.0432259962771532,0.02
20260433,24,"sqrt_network","otp","otp",0.0387343701300037,0.0387343701300037,0.0121934438578498,0.03
20260433,24,"raw","otp","otp",0.000491761178052498,0.000491761178052498,0.00026229754168921,0.03
20260433,24,"sqrt_network","reciprocation","reciprocity",0.218247899892406,0.218247899892406,0.0433013454179064,0.1
20260433,24,"raw","reciprocation","reciprocity",0.0633660683045081,0.0633660683045081,0.0115380837694125,0.1
20260433,24,"raw","catdiff.group","same_group",-0.40835024101615,0.40835024101615,0.0517072770227809,0.4
20260433,24,"sqrt_network","catdiff.group","same_group",-0.42420354980037,0.42420354980037,0.0517667424423329,0.4
20260434,0,"sqrt_network","absdiff.active","difference_active",0.225109997295,0.225109997295,0.0310371419399478,0.15
20260434,0,"raw","absdiff.active","difference_active",0.20374798822263,0.20374798822263,0.0314027838905188,0.15
20260434,0,"raw","s.r.sub.rep.1","inertia",0.0226616475036563,0.0226616475036563,0.0124117316662463,0.02
20260434,0,"sqrt_network","s.r.sub.rep.1","inertia",0.0864268224766946,0.0864268224766946,0.0400018639837053,0.02
20260434,0,"sqrt_network","otp","otp",0.00716246800154509,0.00716246800154509,0.0141670717863544,0.03
20260434,0,"raw","otp","otp",0.000503839402734857,0.000503839402734857,0.000397688243839523,0.03
20260434,0,"sqrt_network","reciprocation","reciprocity",0.255920307706476,0.255920307706476,0.0393761557487474,0.1
20260434,0,"raw","reciprocation","reciprocity",0.0818459349299719,0.0818459349299719,0.0120395369385767,0.1
20260434,0,"raw","catdiff.group","same_group",-0.471922319480448,0.471922319480448,0.0513211031840912,0.4
20260434,0,"sqrt_network","catdiff.group","same_group",-0.508828774605513,0.508828774605513,0.0509172380350054,0.4
20260434,2,"sqrt_network","absdiff.active","difference_active",0.220892133815069,0.220892133815069,0.0312308579705501,0.15
20260434,2,"raw","absdiff.active","difference_active",0.19919490363412,0.19919490363412,0.0315913263381117,0.15
20260434,2,"raw","s.r.sub.rep.1","inertia",0.0300420887221071,0.0300420887221071,0.01187896783215,0.02
20260434,2,"sqrt_network","s.r.sub.rep.1","inertia",0.111570781901619,0.111570781901619,0.039694956276786,0.02
20260434,2,"sqrt_network","otp","otp",0.00490066795034807,0.00490066795034807,0.0140051371115454,0.03
20260434,2,"raw","otp","otp",0.000414490160369516,0.000414490160369516,0.000384486368886283,0.03
20260434,2,"sqrt_network","reciprocation","reciprocity",0.240245327946978,0.240245327946978,0.0390129075349478,0.1
20260434,2,"raw","reciprocation","reciprocity",0.075704560325224,0.075704560325224,0.011574170306841,0.1
20260434,2,"raw","catdiff.group","same_group",-0.468392402988158,0.468392402988158,0.0515460612444088,0.4
20260434,2,"sqrt_network","catdiff.group","same_group",-0.504526358958419,0.504526358958419,0.0511771470453578,0.4
20260434,8,"sqrt_network","absdiff.active","difference_active",0.22601136453038,0.22601136453038,0.0316181393344308,0.15
20260434,8,"raw","absdiff.active","difference_active",0.205792170268141,0.205792170268141,0.0319479907027806,0.15
20260434,8,"raw","s.r.sub.rep.1","inertia",0.0208858265969507,0.0208858265969507,0.0124021566409646,0.02
20260434,8,"sqrt_network","s.r.sub.rep.1","inertia",0.0771367284762993,0.0771367284762993,0.0421296617402664,0.02
20260434,8,"sqrt_network","otp","otp",0.00814383228805738,0.00814383228805738,0.0137052482179647,0.03
20260434,8,"raw","otp","otp",0.000461132657588247,0.000461132657588247,0.000358961830888923,0.03
20260434,8,"sqrt_network","reciprocation","reciprocity",0.278990228798275,0.278990228798275,0.0413421414167776,0.1
20260434,8,"raw","reciprocation","reciprocity",0.083115902735569,0.083115902735569,0.0119992470543893,0.1
20260434,8,"raw","catdiff.group","same_group",-0.477220117230838,0.477220117230838,0.052066255453778,0.4
20260434,8,"sqrt_network","catdiff.group","same_group",-0.511687248517727,0.511687248517727,0.0516472411144745,0.4
20260434,16,"sqrt_network","absdiff.active","difference_active",0.227458495760608,0.227458495760608,0.0323771192868415,0.15
20260434,16,"raw","absdiff.active","difference_active",0.201369608152943,0.201369608152943,0.0328643220474287,0.15
20260434,16,"raw","s.r.sub.rep.1","inertia",0.0311423725793824,0.0311423725793824,0.0119457639428714,0.02
20260434,16,"sqrt_network","s.r.sub.rep.1","inertia",0.107032671044457,0.107032671044457,0.0423390988528826,0.02
20260434,16,"sqrt_network","otp","otp",0.00168937515867542,0.00168937515867542,0.0132783709900037,0.03
20260434,16,"raw","otp","otp",0.000171158806822592,0.000171158806822592,0.000326619256506297,0.03
20260434,16,"sqrt_network","reciprocation","reciprocity",0.224160101637151,0.224160101637151,0.041441205987527,0.1
20260434,16,"raw","reciprocation","reciprocity",0.0700194910924675,0.0700194910924675,0.0117669135585558,0.1
20260434,16,"raw","catdiff.group","same_group",-0.489221634403879,0.489221634403879,0.0532851289458726,0.4
20260434,16,"sqrt_network","catdiff.group","same_group",-0.528306824908181,0.528306824908181,0.052766286503867,0.4
20260434,24,"sqrt_network","absdiff.active","difference_active",0.22663040345283,0.22663040345283,0.033141477530536,0.15
20260434,24,"raw","absdiff.active","difference_active",0.207493465117537,0.207493465117537,0.0334275104142322,0.15
20260434,24,"raw","s.r.sub.rep.1","inertia",0.024510403855436,0.024510403855436,0.0122797972922096,0.02
20260434,24,"sqrt_network","s.r.sub.rep.1","inertia",0.0880615247588766,0.0880615247588766,0.0442463774224547,0.02
20260434,24,"sqrt_network","otp","otp",-0.00659267635225132,-0.00659267635225132,0.0128192919720587,0.03
20260434,24,"raw","otp","otp",1.53971151623849e-05,1.53971151623849e-05,0.000298045177458619,0.03
20260434,24,"sqrt_network","reciprocation","reciprocity",0.255067068436305,0.255067068436305,0.0432155107841318,0.1
20260434,24,"raw","reciprocation","reciprocity",0.0725480877866773,0.0725480877866773,0.0119193183844355,0.1
20260434,24,"raw","catdiff.group","same_group",-0.480439708678949,0.480439708678949,0.054071789126694,0.4
20260434,24,"sqrt_network","catdiff.group","same_group",-0.518738652465988,0.518738652465988,0.0532663482485429,0.4
20260435,0,"sqrt_network","absdiff.active","difference_active",0.0846832665858408,0.0846832665858408,0.0289266672903317,0.15
20260435,0,"raw","absdiff.active","difference_active",0.133732381389717,0.133732381389717,0.0290794828874809,0.15
20260435,0,"raw","s.r.sub.rep.1","inertia",0.0265186412885578,0.0265186412885578,0.0128745339001823,0.02
20260435,0,"sqrt_network","s.r.sub.rep.1","inertia",0.302702133274688,0.302702133274688,0.040598227037072,0.02
20260435,0,"sqrt_network","otp","otp",0.0280009934639167,0.0280009934639167,0.00876663319260768,0.03
20260435,0,"raw","otp","otp",0.0012256190075504,0.0012256190075504,0.000228275953871513,0.03
20260435,0,"sqrt_network","reciprocation","reciprocity",0.566453474823572,0.566453474823572,0.0410493108983203,0.1
20260435,0,"raw","reciprocation","reciprocity",0.123398220759257,0.123398220759257,0.0130269938553388,0.1
20260435,0,"raw","catdiff.group","same_group",-0.387928725836304,0.387928725836304,0.0598256015832953,0.4
20260435,0,"sqrt_network","catdiff.group","same_group",-0.273241249604823,0.273241249604823,0.0610326221462057,0.4
20260435,2,"sqrt_network","absdiff.active","difference_active",0.0873464481921311,0.0873464481921311,0.0291123790590949,0.15
20260435,2,"raw","absdiff.active","difference_active",0.13775301276059,0.13775301276059,0.0292816117693766,0.15
20260435,2,"raw","s.r.sub.rep.1","inertia",0.0255152690214074,0.0255152690214074,0.0129526617463316,0.02
20260435,2,"sqrt_network","s.r.sub.rep.1","inertia",0.30906367551194,0.30906367551194,0.0407683680196534,0.02
20260435,2,"sqrt_network","otp","otp",0.0283563007163068,0.0283563007163068,0.00883269938374134,0.03
20260435,2,"raw","otp","otp",0.00113520649330791,0.00113520649330791,0.000227110964569303,0.03
20260435,2,"sqrt_network","reciprocation","reciprocity",0.560549123724598,0.560549123724598,0.0409247571765611,0.1
20260435,2,"raw","reciprocation","reciprocity",0.122404740414636,0.122404740414636,0.0129969129295913,0.1
20260435,2,"raw","catdiff.group","same_group",-0.387177424636514,0.387177424636514,0.0599157332402008,0.4
20260435,2,"sqrt_network","catdiff.group","same_group",-0.277770799304832,0.277770799304832,0.0611423196446308,0.4
20260435,8,"sqrt_network","absdiff.active","difference_active",0.0761568460555816,0.0761568460555816,0.0296326254135346,0.15
20260435,8,"raw","absdiff.active","difference_active",0.123433417322547,0.123433417322547,0.0298704665443485,0.15
20260435,8,"raw","s.r.sub.rep.1","inertia",0.0270576849078999,0.0270576849078999,0.012816985497122,0.02
20260435,8,"sqrt_network","s.r.sub.rep.1","inertia",0.32479421715225,0.32479421715225,0.0418163144362788,0.02
20260435,8,"sqrt_network","otp","otp",0.0269675675422424,0.0269675675422424,0.00847221337508785,0.03
20260435,8,"raw","otp","otp",0.000594504854206571,0.000594504854206571,0.000182471105893017,0.03
20260435,8,"sqrt_network","reciprocation","reciprocity",0.570585892007664,0.570585892007664,0.0417334442657461,0.1
20260435,8,"raw","reciprocation","reciprocity",0.122582400716135,0.122582400716135,0.0127472121238206,0.1
20260435,8,"raw","catdiff.group","same_group",-0.381134165271668,0.381134165271668,0.0600709155151797,0.4
20260435,8,"sqrt_network","catdiff.group","same_group",-0.25135266882157,0.25135266882157,0.0618003751824186,0.4
20260435,16,"sqrt_network","absdiff.active","difference_active",0.0890072309527982,0.0890072309527982,0.030031946180297,0.15
20260435,16,"raw","absdiff.active","difference_active",0.138490585315731,0.138490585315731,0.0301421820435214,0.15
20260435,16,"raw","s.r.sub.rep.1","inertia",0.0373997538153879,0.0373997538153879,0.0122131136176438,0.02
20260435,16,"sqrt_network","s.r.sub.rep.1","inertia",0.351239579957019,0.351239579957019,0.0423559304848325,0.02
20260435,16,"sqrt_network","otp","otp",0.0227631831698547,0.0227631831698547,0.00845429007228253,0.03
20260435,16,"raw","otp","otp",0.000254668697533411,0.000254668697533411,0.000159680441914924,0.03
20260435,16,"sqrt_network","reciprocation","reciprocity",0.548883116547063,0.548883116547063,0.0420689211009222,0.1
20260435,16,"raw","reciprocation","reciprocity",0.105864941953557,0.105864941953557,0.0123662102180834,0.1
20260435,16,"raw","catdiff.group","same_group",-0.402191023578005,0.402191023578005,0.0608949785924043,0.4
20260435,16,"sqrt_network","catdiff.group","same_group",-0.269625675339825,0.269625675339825,0.0627872827679208,0.4
20260435,24,"sqrt_network","absdiff.active","difference_active",0.0844479756529062,0.0844479756529062,0.0307382932951778,0.15
20260435,24,"raw","absdiff.active","difference_active",0.128523768351726,0.128523768351726,0.0308047968888699,0.15
20260435,24,"raw","s.r.sub.rep.1","inertia",0.0325955784373834,0.0325955784373834,0.0115707729340041,0.02
20260435,24,"sqrt_network","s.r.sub.rep.1","inertia",0.366138427916507,0.366138427916507,0.0423572192207381,0.02
20260435,24,"sqrt_network","otp","otp",0.0124064699381688,0.0124064699381688,0.00808713835141719,0.03
20260435,24,"raw","otp","otp",-3.59271739268654e-05,-3.59271739268654e-05,0.000139158962923096,0.03
20260435,24,"sqrt_network","reciprocation","reciprocity",0.558001239276863,0.558001239276863,0.0421510854653645,0.1
20260435,24,"raw","reciprocation","reciprocity",0.114113866619306,0.114113866619306,0.011803028840211,0.1
20260435,24,"raw","catdiff.group","same_group",-0.383885641102088,0.383885641102088,0.0617415224220182,0.4
20260435,24,"sqrt_network","catdiff.group","same_group",-0.260472817866509,0.260472817866509,0.0635396148660704,0.4
20260436,0,"sqrt_network","absdiff.active","difference_active",0.209811347294569,0.209811347294569,0.037135928108906,0.15
20260436,0,"raw","absdiff.active","difference_active",0.182128153566219,0.182128153566219,0.0373341601231777,0.15
20260436,0,"raw","s.r.sub.rep.1","inertia",0.0368523942943921,0.0368523942943921,0.0115694396735098,0.02
20260436,0,"sqrt_network","s.r.sub.rep.1","inertia",0.167588067147557,0.167588067147557,0.039039476280503,0.02
20260436,0,"sqrt_network","otp","otp",0.0399697453402432,0.0399697453402432,0.0141061843735726,0.03
20260436,0,"raw","otp","otp",0.00103192768558255,0.00103192768558255,0.000395379332723471,0.03
20260436,0,"sqrt_network","reciprocation","reciprocity",0.312728149821071,0.312728149821071,0.0387623927414006,0.1
20260436,0,"raw","reciprocation","reciprocity",0.0892188798818419,0.0892188798818419,0.0114088596068719,0.1
20260436,0,"raw","catdiff.group","same_group",-0.394666976660793,0.394666976660793,0.0482743004356357,0.4
20260436,0,"sqrt_network","catdiff.group","same_group",-0.393285040198814,0.393285040198814,0.0485889892349321,0.4
20260436,2,"sqrt_network","absdiff.active","difference_active",0.211946134221509,0.211946134221509,0.037381252465538,0.15
20260436,2,"raw","absdiff.active","difference_active",0.183632496848968,0.183632496848968,0.0375799924596038,0.15
20260436,2,"raw","s.r.sub.rep.1","inertia",0.0361829215333004,0.0361829215333004,0.0115243782965555,0.02
20260436,2,"sqrt_network","s.r.sub.rep.1","inertia",0.165635321186795,0.165635321186795,0.039093683823667,0.02
20260436,2,"sqrt_network","otp","otp",0.0436418156576863,0.0436418156576863,0.0138887901331835,0.03
20260436,2,"raw","otp","otp",0.00102855070009132,0.00102855070009132,0.00037991858749253,0.03
20260436,2,"sqrt_network","reciprocation","reciprocity",0.312181482274911,0.312181482274911,0.03875064745976,0.1
20260436,2,"raw","reciprocation","reciprocity",0.0893905499299973,0.0893905499299973,0.0113057915012666,0.1
20260436,2,"raw","catdiff.group","same_group",-0.390309189835699,0.390309189835699,0.0484293737794774,0.4
20260436,2,"sqrt_network","catdiff.group","same_group",-0.392562999672541,0.392562999672541,0.0486901500619988,0.4
20260436,8,"sqrt_network","absdiff.active","difference_active",0.203606675600211,0.203606675600211,0.0379089699075435,0.15
20260436,8,"raw","absdiff.active","difference_active",0.174678673046124,0.174678673046124,0.0382222135972722,0.15
20260436,8,"raw","s.r.sub.rep.1","inertia",0.0400804507876885,0.0400804507876885,0.0114691923455662,0.02
20260436,8,"sqrt_network","s.r.sub.rep.1","inertia",0.178224255985126,0.178224255985126,0.0402754222531536,0.02
