IS_OBSERVED,SOURCE,TARGET,TIME,TYPE,WEIGHT,EVENT_INTERVAL_ID,EVENT,INTEGER_TIME,TIME_POINT,TIME_UNIT,EVENT_INTERVAL,s.r.sub.rep.1,reciprocation,absdiff.active,catdiff.group,otp
0,|16|,|14|,126.00494,,0.0,,675,126004940,619,126302491,619,6,3,1.8077343,0,95
0,|16|,|9|,126.00494,,0.0,,675,126004940,619,126302491,619,6,2,1.36008057,0,63
0,|16|,|15|,126.00494,,0.0,,675,126004940,619,126302491,619,6,1,1.8323826,0,84
0,|16|,|17|,126.00494,,0.0,,675,126004940,619,126302491,619,0,1,1.62972001,1,90
0,|16|,|1|,126.00494,,0.0,,675,126004940,619,126302491,619,1,0,2.93496414,1,67
0,|16|,|18|,126.00494,,0.0,,675,126004940,619,126302491,619,3,4,1.02763681,0,102
0,|16|,|2|,126.00494,,0.0,,675,126004940,619,126302491,619,3,2,1.28376499,1,78
0,|16|,|19|,126.00494,,0.0,,675,126004940,619,126302491,619,2,4,0.38038053,0,63
0,|16|,|3|,126.00494,,0.0,,675,126004940,619,126302491,619,2,3,1.5401175,0,97
0,|16|,|20|,126.00494,,0.0,,675,126004940,619,126302491,619,3,2,1.67267959,0,53
0,|16|,|4|,126.00494,,0.0,,675,126004940,619,126302491,619,5,3,1.46526578,0,100
0,|16|,|5|,126.00494,,0.0,,675,126004940,619,126302491,619,0,0,0.90671716,0,116
0,|16|,|11|,126.00494,,0.0,,675,126004940,619,126302491,619,6,8,1.32347192,0,82
0,|16|,|6|,126.00494,,0.0,,675,126004940,619,126302491,619,0,1,1.29842751,1,76
1,|5|,|18|,126.020343,email,1,619,676,126020343,620,126317894,620,3,2,0.12091965,0,59
0,|5|,|1|,126.020343,,0.0,,676,126020343,620,126317894,620,1,1,2.02824698,1,42
0,|5|,|2|,126.020343,,0.0,,676,126020343,620,126317894,620,0,0,0.37704784,1,58
0,|5|,|19|,126.020343,,0.0,,676,126020343,620,126317894,620,1,2,0.52633663,0,34
0,|5|,|3|,126.020343,,0.0,,676,126020343,620,126317894,620,0,1,0.63340034,0,56
0,|5|,|20|,126.020343,,0.0,,676,126020343,620,126317894,620,3,1,0.76596243,0,32
0,|5|,|4|,126.020343,,0.0,,676,126020343,620,126317894,620,2,1,0.55854862,0,56
0,|5|,|10|,126.020343,,0.0,,676,126020343,620,126317894,620,1,0,0.52146907,0,59
0,|5|,|11|,126.020343,,0.0,,676,126020343,620,126317894,620,2,3,0.41675476,0,57
0,|5|,|6|,126.020343,,0.0,,676,126020343,620,126317894,620,2,0,0.39171036,1,40
0,|5|,|12|,126.020343,,0.0,,676,126020343,620,126317894,620,1,0,0.95594982,0,54
0,|5|,|7|,126.020343,,0.0,,676,126020343,620,126317894,620,1,0,0.99274244,0,39
0,|5|,|13|,126.020343,,0.0,,676,126020343,620,126317894,620,2,3,0.02331639,1,43
0,|5|,|8|,126.020343,,0.0,,676,126020343,620,126317894,620,3,0,0.11628683,1,29
0,|5|,|14|,126.020343,,0.0,,676,126020343,620,126317894,620,4,2,0.90101714,0,55
0,|5|,|9|,126.020343,,0.0,,676,126020343,620,126317894,620,2,1,0.45336341,0,40
0,|5|,|15|,126.020343,,0.0,,676,126020343,620,126317894,620,4,1,0.92566544,0,49
0,|5|,|16|,126.020343,,0.0,,676,126020343,620,126317894,620,0,0,0.90671716,0,117
0,|5|,|17|,126.020343,,0.0,,676,126020343,620,126317894,620,1,1,0.72300285,1,54
1,|18|,|15|,126.185169,email,1,620,677,126185169,621,126482720,621,1,1,0.80474579,0,65
0,|18|,|6|,126.185169,,0.0,,677,126185169,621,126482720,621,1,0,0.27079071,1,42
0,|18|,|12|,126.185169,,0.0,,677,126185169,621,126482720,621,1,1,0.83503017,0,42
0,|18|,|7|,126.185169,,0.0,,677,126185169,621,126482720,621,0,1,0.87182279,0,44
0,|18|,|13|,126.185169,,0.0,,677,126185169,621,126482720,621,1,1,0.14423604,1,51
0,|18|,|8|,126.185169,,0.0,,677,126185169,621,126482720,621,2,1,0.00463282,1,23
0,|18|,|14|,126.185169,,0.0,,677,126185169,621,126482720,621,3,2,0.78009749,0,57
0,|18|,|9|,126.185169,,0.0,,677,126185169,621,126482720,621,3,1,0.33244376,0,51
0,|18|,|16|,126.185169,,0.0,,677,126185169,621,126482720,621,4,3,1.02763681,0,102
0,|18|,|17|,126.185169,,0.0,,677,126185169,621,126482720,621,1,2,0.6020832,1,61
0,|18|,|1|,126.185169,,0.0,,677,126185169,621,126482720,621,2,0,1.90732733,1,41
0,|18|,|2|,126.185169,,0.0,,677,126185169,621,126482720,621,1,0,0.25612819,1,52
0,|18|,|19|,126.185169,,0.0,,677,126185169,621,126482720,621,2,0,0.64725628,0,58
0,|18|,|3|,126.185169,,0.0,,677,126185169,621,126482720,621,0,4,0.51248069,0,49
0,|18|,|20|,126.185169,,0.0,,677,126185169,621,126482720,621,3,2,0.64504278,0,33
0,|18|,|4|,126.185169,,0.0,,677,126185169,621,126482720,621,1,1,0.43762897,0,74
0,|18|,|10|,126.185169,,0.0,,677,126185169,621,126482720,621,0,3,0.64238872,0,56
0,|18|,|5|,126.185169,,0.0,,677,126185169,621,126482720,621,2,4,0.12091965,0,59
0,|18|,|11|,126.185169,,0.0,,677,126185169,621,126482720,621,5,3,0.29583511,0,81
1,|16|,|12|,126.214769,email,1,621,678,126214769,622,126512320,622,3,1,1.86266697,0,81
0,|16|,|7|,126.214769,,0.0,,678,126214769,622,126512320,622,2,3,1.8994596,0,80
0,|16|,|13|,126.214769,,0.0,,678,126214769,622,126512320,622,0,3,0.88340077,1,71
0,|16|,|8|,126.214769,,0.0,,678,126214769,622,126512320,622,2,0,1.02300399,1,59
0,|16|,|14|,126.214769,,0.0,,678,126214769,622,126512320,622,6,3,1.8077343,0,99
0,|16|,|9|,126.214769,,0.0,,678,126214769,622,126512320,622,6,2,1.36008057,0,64
0,|16|,|15|,126.214769,,0.0,,678,126214769,622,126512320,622,6,1,1.8323826,0,85
0,|16|,|17|,126.214769,,0.0,,678,126214769,622,126512320,622,0,1,1.62972001,1,92
0,|16|,|1|,126.214769,,0.0,,678,126214769,622,126512320,622,1,0,2.93496414,1,69
0,|16|,|18|,126.214769,,0.0,,678,126214769,622,126512320,622,3,4,1.02763681,0,108
0,|16|,|2|,126.214769,,0.0,,678,126214769,622,126512320,622,3,2,1.28376499,1,78
0,|16|,|19|,126.214769,,0.0,,678,126214769,622,126512320,622,2,4,0.38038053,0,63
0,|16|,|3|,126.214769,,0.0,,678,126214769,622,126512320,622,2,3,1.5401175,0,101
0,|16|,|20|,126.214769,,0.0,,678,126214769,622,126512320,622,3,2,1.67267959,0,53
0,|16|,|4|,126.214769,,0.0,,678,126214769,622,126512320,622,5,3,1.46526578,0,100
0,|16|,|10|,126.214769,,0.0,,678,126214769,622,126512320,622,3,3,0.38524809,0,96
0,|16|,|5|,126.214769,,0.0,,678,126214769,622,126512320,622,0,0,0.90671716,0,120
0,|16|,|11|,126.214769,,0.0,,678,126214769,622,126512320,622,6,8,1.32347192,0,82
0,|16|,|6|,126.214769,,0.0,,678,126214769,622,126512320,622,0,1,1.29842751,1,77
1,|9|,|19|,126.528155,email,1,622,679,126528155,623,126825706,623,0,1,0.97970004,0,43
0,|9|,|16|,126.528155,,0.0,,679,126528155,623,126825706,623,2,6,1.36008057,0,64
0,|9|,|17|,126.528155,,0.0,,679,126528155,623,126825706,623,1,2,0.26963945,1,46
0,|9|,|1|,126.528155,,0.0,,679,126528155,623,126825706,623,2,2,1.57488357,1,22
0,|9|,|18|,126.528155,,0.0,,679,126528155,623,126825706,623,1,3,0.33244376,0,52
0,|9|,|2|,126.528155,,0.0,,679,126528155,623,126825706,623,1,0,0.07631557,1,35
0,|9|,|3|,126.528155,,0.0,,679,126528155,623,126825706,623,2,2,0.18003693,0,30
0,|9|,|20|,126.528155,,0.0,,679,126528155,623,126825706,623,3,0,0.31259902,0,21
0,|9|,|4|,126.528155,,0.0,,679,126528155,623,126825706,623,0,3,0.10518521,0,47
0,|9|,|10|,126.528155,,0.0,,679,126528155,623,126825706,623,1,4,0.97483248,0,35
0,|9|,|5|,126.528155,,0.0,,679,126528155,623,126825706,623,1,2,0.45336341,0,41
0,|9|,|11|,126.528155,,0.0,,679,126528155,623,126825706,623,3,2,0.03660864,0,58
0,|9|,|6|,126.528155,,0.0,,679,126528155,623,126825706,623,0,2,0.06165305,1,27
0,|9|,|12|,126.528155,,0.0,,679,126528155,623,126825706,623,0,2,0.50258641,0,26
0,|9|,|7|,126.528155,,0.0,,679,126528155,623,126825706,623,0,2,0.53937903,0,35
0,|9|,|13|,126.528155,,0.0,,679,126528155,623,126825706,623,0,0,0.4766798,1,40
0,|9|,|8|,126.528155,,0.0,,679,126528155,623,126825706,623,2,1,0.33707658,1,14
0,|9|,|14|,126.528155,,0.0,,679,126528155,623,126825706,623,2,3,0.44765373,0,40
0,|9|,|15|,126.528155,,0.0,,679,126528155,623,126825706,623,1,2,0.47230203,0,39
1,|9|,|12|,126.530349,email,1,623,680,126530349,624,126827900,624,0,2,0.50258641,0,30
0,|9|,|16|,126.530349,,0.0,,680,126530349,624,126827900,624,2,6,1.36008057,0,66
0,|9|,|17|,126.530349,,0.0,,680,126530349,624,126827900,624,1,2,0.26963945,1,47
0,|9|,|1|,126.530349,,0.0,,680,126530349,624,126827900,624,2,2,1.57488357,1,25
0,|9|,|18|,126.530349,,0.0,,680,126530349,624,126827900,624,1,3,0.33244376,0,54
0,|9|,|2|,126.530349,,0.0,,680,126530349,624,126827900,624,1,0,0.07631557,1,36
0,|9|,|19|,126.530349,,0.0,,680,126530349,624,126827900,624,1,1,0.97970004,0,43
0,|9|,|3|,126.530349,,0.0,,680,126530349,624,126827900,624,2,2,0.18003693,0,33
0,|9|,|20|,126.530349,,0.0,,680,126530349,624,126827900,624,3,0,0.31259902,0,23
0,|9|,|4|,126.530349,,0.0,,680,126530349,624,126827900,624,0,3,0.10518521,0,48
0,|9|,|10|,126.530349,,0.0,,680,126530349,624,126827900,624,1,4,0.97483248,0,35
0,|9|,|5|,126.530349,,0.0,,680,126530349,624,126827900,624,1,2,0.45336341,0,42
0,|9|,|11|,126.530349,,0.0,,680,126530349,624,126827900,624,3,2,0.03660864,0,61
0,|9|,|6|,126.530349,,0.0,,680,126530349,624,126827900,624,0,2,0.06165305,1,28
0,|9|,|7|,126.530349,,0.0,,680,126530349,624,126827900,624,0,2,0.53937903,0,37
0,|9|,|13|,126.530349,,0.0,,680,126530349,624,126827900,624,0,0,0.4766798,1,40
0,|9|,|8|,126.530349,,0.0,,680,126530349,624,126827900,624,2,1,0.33707658,1,17
0,|9|,|14|,126.530349,,0.0,,680,126530349,624,126827900,624,2,3,0.44765373,0,41
0,|9|,|15|,126.530349,,0.0,,680,126530349,624,126827900,624,1,2,0.47230203,0,41
1,|14|,|11|,126.530465,email,1,624,681,126530465,625,126828016,625,3,0,0.48426238,0,86
0,|14|,|7|,126.530465,,0.0,,681,126530465,625,126828016,625,5,3,0.0917253,0,59
0,|14|,|13|,126.530465,,0.0,,681,126530465,625,126828016,625,2,2,0.92433353,1,68
0,|14|,|8|,126.530465,,0.0,,681,126530465,625,126828016,625,2,1,0.78473031,1,37
0,|14|,|9|,126.530465,,0.0,,681,126530465,625,126828016,625,3,2,0.44765373,0,42
0,|14|,|15|,126.530465,,0.0,,681,126530465,625,126828016,625,2,1,0.0246483,0,56
0,|14|,|16|,126.530465,,0.0,,681,126530465,625,126828016,625,3,6,1.8077343,0,100
0,|14|,|17|,126.530465,,0.0,,681,126530465,625,126828016,625,1,1,0.17801428,1,71
0,|14|,|1|,126.530465,,0.0,,681,126530465,625,126828016,625,1,0,1.12722984,1,56
0,|14|,|18|,126.530465,,0.0,,681,126530465,625,126828016,625,2,3,0.78009749,0,59
0,|14|,|2|,126.530465,,0.0,,681,126530465,625,126828016,625,0,1,0.5239693,1,63
0,|14|,|19|,126.530465,,0.0,,681,126530465,625,126828016,625,1,1,1.42735377,0,48
0,|14|,|3|,126.530465,,0.0,,681,126530465,625,126828016,625,4,0,0.2676168,0,92
0,|14|,|20|,126.530465,,0.0,,681,126530465,625,126828016,625,0,1,0.13505471,0,48
0,|14|,|4|,126.530465,,0.0,,681,126530465,625,126828016,625,1,1,0.34246852,0,63
0,|14|,|10|,126.530465,,0.0,,681,126530465,625,126828016,625,4,1,1.42248621,0,85
0,|14|,|5|,126.530465,,0.0,,681,126530465,625,126828016,625,2,4,0.90101714,0,57
0,|14|,|6|,126.530465,,0.0,,681,126530465,625,126828016,625,2,0,0.50930678,1,46
0,|14|,|12|,126.530465,,0.0,,681,126530465,625,126828016,625,1,2,0.05493268,0,57
1,|7|,|13|,126.594355,email,1,625,682,126594355,626,126891906,626,0,1,1.01605883,1,53
0,|7|,|17|,126.594355,,0.0,,682,126594355,626,126891906,626,0,0,0.26973959,1,51
0,|7|,|1|,126.594355,,0.0,,682,126594355,626,126891906,626,3,0,1.03550454,1,31
0,|7|,|18|,126.594355,,0.0,,682,126594355,626,126891906,626,1,0,0.87182279,0,45
0,|7|,|2|,126.594355,,0.0,,682,126594355,626,126891906,626,0,2,0.6156946,1,36
0,|7|,|19|,126.594355,,0.0,,682,126594355,626,126891906,626,2,1,1.51907907,0,38
0,|7|,|3|,126.594355,,0.0,,682,126594355,626,126891906,626,4,6,0.3593421,0,56
0,|7|,|20|,126.594355,,0.0,,682,126594355,626,126891906,626,1,2,0.22678001,0,29
0,|7|,|4|,126.594355,,0.0,,682,126594355,626,126891906,626,1,2,0.43419382,0,36
0,|7|,|10|,126.594355,,0.0,,682,126594355,626,126891906,626,4,5,1.51421151,0,42
0,|7|,|5|,126.594355,,0.0,,682,126594355,626,126891906,626,0,1,0.99274244,0,40
0,|7|,|11|,126.594355,,0.0,,682,126594355,626,126891906,626,0,1,0.57598768,0,69
0,|7|,|6|,126.594355,,0.0,,682,126594355,626,126891906,626,0,1,0.60103208,1,34
0,|7|,|12|,126.594355,,0.0,,682,126594355,626,126891906,626,2,1,0.03679263,0,42
0,|7|,|8|,126.594355,,0.0,,682,126594355,626,126891906,626,0,2,0.87645561,1,28
0,|7|,|14|,126.594355,,0.0,,682,126594355,626,126891906,626,3,5,0.0917253,0,59
0,|7|,|9|,126.594355,,0.0,,682,126594355,626,126891906,626,2,0,0.53937903,0,39
0,|7|,|15|,126.594355,,0.0,,682,126594355,626,126891906,626,1,0,0.067077,0,45
0,|7|,|16|,126.594355,,0.0,,682,126594355,626,126891906,626,3,2,1.8994596,0,82
1,|10|,|11|,126.638628,email,1,626,683,126638628,627,126936179,627,2,0,0.93822383,0,90
0,|10|,|14|,126.638628,,0.0,,683,126638628,627,126936179,627,1,4,1.42248621,0,87
0,|10|,|9|,126.638628,,0.0,,683,126638628,627,126936179,627,4,1,0.97483248,0,37
0,|10|,|15|,126.638628,,0.0,,683,126638628,627,126936179,627,2,1,1.44713451,0,52
0,|10|,|16|,126.638628,,0.0,,683,126638628,627,126936179,627,3,3,0.38524809,0,98
0,|10|,|17|,126.638628,,0.0,,683,126638628,627,126936179,627,3,2,1.24447193,1,53
0,|10|,|1|,126.638628,,0.0,,683,126638628,627,126936179,627,1,2,2.54971605,1,36
0,|10|,|18|,126.638628,,0.0,,683,126638628,627,126936179,627,3,0,0.64238872,0,58
0,|10|,|2|,126.638628,,0.0,,683,126638628,627,126936179,627,0,0,0.89851691,1,61
0,|10|,|19|,126.638628,,0.0,,683,126638628,627,126936179,627,0,0,0.00486756,0,50
0,|10|,|3|,126.638628,,0.0,,683,126638628,627,126936179,627,2,4,1.15486941,0,79
0,|10|,|20|,126.638628,,0.0,,683,126638628,627,126936179,627,1,0,1.2874315,0,45
0,|10|,|4|,126.638628,,0.0,,683,126638628,627,126936179,627,1,0,1.08001769,0,62
0,|10|,|5|,126.638628,,0.0,,683,126638628,627,126936179,627,0,1,0.52146907,0,62
0,|10|,|6|,126.638628,,0.0,,683,126638628,627,126936179,627,1,1,0.91317943,1,45
0,|10|,|12|,126.638628,,0.0,,683,126638628,627,126936179,627,2,3,1.47741889,0,48
0,|10|,|7|,126.638628,,0.0,,683,126638628,627,126936179,627,5,4,1.51421151,0,43
0,|10|,|13|,126.638628,,0.0,,683,126638628,627,126936179,627,1,4,0.49815268,1,47
0,|10|,|8|,126.638628,,0.0,,683,126638628,627,126936179,627,2,0,0.6377559,1,39
1,|13|,|2|,126.657888,email,1,627,684,126657888,628,126955439,628,1,2,0.40036423,0,48
0,|13|,|8|,126.657888,,0.0,,684,126657888,628,126955439,628,0,1,0.13960322,0,26
0,|13|,|14|,126.657888,,0.0,,684,126657888,628,126955439,628,2,2,0.92433353,1,70
0,|13|,|9|,126.657888,,0.0,,684,126657888,628,126955439,628,0,0,0.4766798,1,42
0,|13|,|15|,126.657888,,0.0,,684,126657888,628,126955439,628,2,0,0.94898183,1,54
0,|13|,|16|,126.657888,,0.0,,684,126657888,628,126955439,628,3,0,0.88340077,1,73
0,|13|,|17|,126.657888,,0.0,,684,126657888,628,126955439,628,2,2,0.74631925,0,51
0,|13|,|1|,126.657888,,0.0,,684,126657888,628,126955439,628,2,2,2.05156337,0,40
0,|13|,|18|,126.657888,,0.0,,684,126657888,628,126955439,628,1,1,0.14423604,1,53
0,|13|,|19|,126.657888,,0.0,,684,126657888,628,126955439,628,0,0,0.50302024,1,45
0,|13|,|3|,126.657888,,0.0,,684,126657888,628,126955439,628,2,1,0.65671673,1,56
0,|13|,|20|,126.657888,,0.0,,684,126657888,628,126955439,628,1,1,0.78927882,1,39
0,|13|,|4|,126.657888,,0.0,,684,126657888,628,126955439,628,0,0,0.58186501,1,48
0,|13|,|10|,126.657888,,0.0,,684,126657888,628,126955439,628,4,1,0.49815268,1,49
0,|13|,|5|,126.657888,,0.0,,684,126657888,628,126955439,628,3,2,0.02331639,1,44
0,|13|,|11|,126.657888,,0.0,,684,126657888,628,126955439,628,2,1,0.44007116,1,74
0,|13|,|6|,126.657888,,0.0,,684,126657888,628,126955439,628,3,0,0.41502675,0,34
0,|13|,|12|,126.657888,,0.0,,684,126657888,628,126955439,628,2,0,0.97926621,1,40
0,|13|,|7|,126.657888,,0.0,,684,126657888,628,126955439,628,1,1,1.01605883,1,53
1,|9|,|4|,126.758595,email,1,628,685,126758595,629,127056146,629,0,3,0.10518521,0,49
0,|9|,|16|,126.758595,,0.0,,685,126758595,629,127056146,629,2,6,1.36008057,0,70
0,|9|,|17|,126.758595,,0.0,,685,126758595,629,127056146,629,1,2,0.26963945,1,49
0,|9|,|1|,126.758595,,0.0,,685,126758595,629,127056146,629,2,2,1.57488357,1,26
0,|9|,|18|,126.758595,,0.0,,685,126758595,629,127056146,629,1,3,0.33244376,0,55
0,|9|,|2|,126.758595,,0.0,,685,126758595,629,127056146,629,1,0,0.07631557,1,38
0,|9|,|19|,126.758595,,0.0,,685,126758595,629,127056146,629,1,1,0.97970004,0,44
0,|9|,|3|,126.758595,,0.0,,685,126758595,629,127056146,629,2,2,0.18003693,0,36
0,|9|,|20|,126.758595,,0.0,,685,126758595,629,127056146,629,3,0,0.31259902,0,25
0,|9|,|10|,126.758595,,0.0,,685,126758595,629,127056146,629,1,4,0.97483248,0,40
0,|9|,|5|,126.758595,,0.0,,685,126758595,629,127056146,629,1,2,0.45336341,0,43
0,|9|,|11|,126.758595,,0.0,,685,126758595,629,127056146,629,3,2,0.03660864,0,62
0,|9|,|6|,126.758595,,0.0,,685,126758595,629,127056146,629,0,2,0.06165305,1,31
0,|9|,|12|,126.758595,,0.0,,685,126758595,629,127056146,629,1,2,0.50258641,0,30
0,|9|,|7|,126.758595,,0.0,,685,126758595,629,127056146,629,0,2,0.53937903,0,39
0,|9|,|13|,126.758595,,0.0,,685,126758595,629,127056146,629,0,0,0.4766798,1,43
0,|9|,|8|,126.758595,,0.0,,685,126758595,629,127056146,629,2,1,0.33707658,1,20
0,|9|,|14|,126.758595,,0.0,,685,126758595,629,127056146,629,2,3,0.44765373,0,45
0,|9|,|15|,126.758595,,0.0,,685,126758595,629,127056146,629,1,2,0.47230203,0,45
1,|14|,|7|,126.816287,email,1,629,686,126816287,630,127113838,630,5,3,0.0917253,0,61
0,|14|,|13|,126.816287,,0.0,,686,126816287,630,127113838,630,2,2,0.92433353,1,70
0,|14|,|8|,126.816287,,0.0,,686,126816287,630,127113838,630,2,1,0.78473031,1,37
0,|14|,|9|,126.816287,,0.0,,686,126816287,630,127113838,630,3,2,0.44765373,0,46
0,|14|,|15|,126.816287,,0.0,,686,126816287,630,127113838,630,2,1,0.0246483,0,60
0,|14|,|16|,126.816287,,0.0,,686,126816287,630,127113838,630,3,6,1.8077343,0,106
0,|14|,|17|,126.816287,,0.0,,686,126816287,630,127113838,630,1,1,0.17801428,1,75
0,|14|,|1|,126.816287,,0.0,,686,126816287,630,127113838,630,1,0,1.12722984,1,59
0,|14|,|18|,126.816287,,0.0,,686,126816287,630,127113838,630,2,3,0.78009749,0,64
0,|14|,|2|,126.816287,,0.0,,686,126816287,630,127113838,630,0,1,0.5239693,1,65
0,|14|,|19|,126.816287,,0.0,,686,126816287,630,127113838,630,1,1,1.42735377,0,50
0,|14|,|3|,126.816287,,0.0,,686,126816287,630,127113838,630,4,0,0.2676168,0,93
0,|14|,|20|,126.816287,,0.0,,686,126816287,630,127113838,630,0,1,0.13505471,0,49
0,|14|,|4|,126.816287,,0.0,,686,126816287,630,127113838,630,1,1,0.34246852,0,67
0,|14|,|10|,126.816287,,0.0,,686,126816287,630,127113838,630,4,1,1.42248621,0,91
0,|14|,|5|,126.816287,,0.0,,686,126816287,630,127113838,630,2,4,0.90101714,0,59
0,|14|,|11|,126.816287,,0.0,,686,126816287,630,127113838,630,4,0,0.48426238,0,86
0,|14|,|6|,126.816287,,0.0,,686,126816287,630,127113838,630,2,0,0.50930678,1,48
0,|14|,|12|,126.816287,,0.0,,686,126816287,630,127113838,630,1,2,0.05493268,0,57
1,|13|,|18|,126.818667,email,1,630,687,126818667,631,127116218,631,1,1,0.14423604,1,54
0,|13|,|8|,126.818667,,0.0,,687,126818667,631,127116218,631,0,1,0.13960322,0,29
0,|13|,|14|,126.818667,,0.0,,687,126818667,631,127116218,631,2,2,0.92433353,1,71
0,|13|,|9|,126.818667,,0.0,,687,126818667,631,127116218,631,0,0,0.4766798,1,43
0,|13|,|15|,126.818667,,0.0,,687,126818667,631,127116218,631,2,0,0.94898183,1,55
0,|13|,|16|,126.818667,,0.0,,687,126818667,631,127116218,631,3,0,0.88340077,1,76
0,|13|,|17|,126.818667,,0.0,,687,126818667,631,127116218,631,2,2,0.74631925,0,52
0,|13|,|1|,126.818667,,0.0,,687,126818667,631,127116218,631,2,2,2.05156337,0,40
0,|13|,|2|,126.818667,,0.0,,687,126818667,631,127116218,631,2,2,0.40036423,0,48
0,|13|,|19|,126.818667,,0.0,,687,126818667,631,127116218,631,0,0,0.50302024,1,46
0,|13|,|3|,126.818667,,0.0,,687,126818667,631,127116218,631,2,1,0.65671673,1,57
0,|13|,|20|,126.818667,,0.0,,687,126818667,631,127116218,631,1,1,0.78927882,1,41
0,|13|,|4|,126.818667,,0.0,,687,126818667,631,127116218,631,0,0,0.58186501,1,51
0,|13|,|10|,126.818667,,0.0,,687,126818667,631,127116218,631,4,1,0.49815268,1,49
0,|13|,|5|,126.818667,,0.0,,687,126818667,631,127116218,631,3,2,0.02331639,1,44
0,|13|,|11|,126.818667,,0.0,,687,126818667,631,127116218,631,2,1,0.44007116,1,75
0,|13|,|6|,126.818667,,0.0,,687,126818667,631,127116218,631,3,0,0.41502675,0,35
0,|13|,|12|,126.818667,,0.0,,687,126818667,631,127116218,631,2,0,0.97926621,1,41
0,|13|,|7|,126.818667,,0.0,,687,126818667,631,127116218,631,1,1,1.01605883,1,53
1,|1|,|9|,126.827266,email,1,631,688,126827266,632,127124817,632,2,2,1.57488357,1,26
0,|1|,|19|,126.827266,,0.0,,688,126827266,632,127124817,632,3,0,2.55458361,1,20
0,|1|,|3|,126.827266,,0.0,,688,126827266,632,127124817,632,2,2,1.39484664,1,37
0,|1|,|20|,126.827266,,0.0,,688,126827266,632,127124817,632,0,0,1.26228455,1,29
0,|1|,|4|,126.827266,,0.0,,688,126827266,632,127124817,632,0,1,1.46969836,1,39
0,|1|,|10|,126.827266,,0.0,,688,126827266,632,127124817,632,2,1,2.54971605,1,39
0,|1|,|5|,126.827266,,0.0,,688,126827266,632,127124817,632,1,1,2.02824698,1,42
0,|1|,|11|,126.827266,,0.0,,688,126827266,632,127124817,632,3,2,1.61149222,1,43
0,|1|,|6|,126.827266,,0.0,,688,126827266,632,127124817,632,3,2,1.63653662,0,32
0,|1|,|12|,126.827266,,0.0,,688,126827266,632,127124817,632,1,0,1.07229717,1,43
0,|1|,|7|,126.827266,,0.0,,688,126827266,632,127124817,632,0,3,1.03550454,1,33
0,|1|,|13|,126.827266,,0.0,,688,126827266,632,127124817,632,2,2,2.05156337,0,40
0,|1|,|8|,126.827266,,0.0,,688,126827266,632,127124817,632,1,0,1.91196015,0,28
0,|1|,|14|,126.827266,,0.0,,688,126827266,632,127124817,632,0,1,1.12722984,1,59
0,|1|,|15|,126.827266,,0.0,,688,126827266,632,127124817,632,3,4,1.10258154,1,44
0,|1|,|16|,126.827266,,0.0,,688,126827266,632,127124817,632,0,1,2.93496414,1,70
0,|1|,|17|,126.827266,,0.0,,688,126827266,632,127124817,632,1,2,1.30524413,0,47
0,|1|,|18|,126.827266,,0.0,,688,126827266,632,127124817,632,0,2,1.90732733,1,44
0,|1|,|2|,126.827266,,0.0,,688,126827266,632,127124817,632,0,2,1.65119915,0,43
1,|20|,|19|,126.830014,email,1,632,689,126830014,633,127127565,633,2,5,1.29229906,0,33
0,|20|,|9|,126.830014,,0.0,,689,126830014,633,127127565,633,0,3,0.31259902,0,26
0,|20|,|15|,126.830014,,0.0,,689,126830014,633,127127565,633,1,1,0.15970301,0,37
0,|20|,|16|,126.830014,,0.0,,689,126830014,633,127127565,633,2,3,1.67267959,0,55
0,|20|,|17|,126.830014,,0.0,,689,126830014,633,127127565,633,2,2,0.04295958,1,35
0,|20|,|1|,126.830014,,0.0,,689,126830014,633,127127565,633,0,0,1.26228455,1,29
0,|20|,|18|,126.830014,,0.0,,689,126830014,633,127127565,633,2,3,0.64504278,0,34
0,|20|,|2|,126.830014,,0.0,,689,126830014,633,127127565,633,2,1,0.38891459,1,41
0,|20|,|3|,126.830014,,0.0,,689,126830014,633,127127565,633,2,1,0.13256209,0,47
0,|20|,|4|,126.830014,,0.0,,689,126830014,633,127127565,633,1,4,0.20741381,0,36
0,|20|,|10|,126.830014,,0.0,,689,126830014,633,127127565,633,0,1,1.2874315,0,46
0,|20|,|5|,126.830014,,0.0,,689,126830014,633,127127565,633,1,3,0.76596243,0,34
0,|20|,|11|,126.830014,,0.0,,689,126830014,633,127127565,633,1,4,0.34920767,0,62
0,|20|,|6|,126.830014,,0.0,,689,126830014,633,127127565,633,2,1,0.37425207,1,24
0,|20|,|12|,126.830014,,0.0,,689,126830014,633,127127565,633,2,0,0.18998739,0,34
0,|20|,|7|,126.830014,,0.0,,689,126830014,633,127127565,633,2,1,0.22678001,0,30
0,|20|,|13|,126.830014,,0.0,,689,126830014,633,127127565,633,1,1,0.78927882,1,43
0,|20|,|8|,126.830014,,0.0,,689,126830014,633,127127565,633,0,0,0.6496756,1,36
0,|20|,|14|,126.830014,,0.0,,689,126830014,633,127127565,633,1,0,0.13505471,0,51
1,|17|,|1|,126.854648,email,1,633,690,126854648,634,127152199,634,2,1,1.30524413,0,49
0,|17|,|6|,126.854648,,0.0,,690,126854648,634,127152199,634,2,1,0.3312925,0,40
0,|17|,|12|,126.854648,,0.0,,690,126854648,634,127152199,634,2,3,0.23294696,1,42
